,,"Ліга А, червоний","Ліга А, червоний","Ліга А, червоний","Ліга А, червоний","Ліга А, жовтий","Ліга А, жовтий","Ліга А, жовтий","Ліга А, жовтий","Ліга А, зелений","Ліга А, зелений","Ліга А, зелений","Ліга А, зелений","Ліга А, синій","Ліга А, синій","Ліга А, синій","Ліга А, синій","Ліга Б, червоний","Ліга Б, червоний","Ліга Б, червоний","Ліга Б, червоний","Ліга Б, жовтий","Ліга Б, жовтий","Ліга Б, жовтий","Ліга Б, жовтий","Ліга Б, зелений","Ліга Б, зелений","Ліга Б, зелений","Ліга Б, зелений","Ліга Б, синій","Ліга Б, синій","Ліга Б, синій","Ліга Б, синій","Ліга В1, червоний","Ліга В1, червоний","Ліга В1, червоний","Ліга В1, червоний","Ліга В1, жовтий","Ліга В1, жовтий","Ліга В1, жовтий","Ліга В1, жовтий","Ліга В1, зелений","Ліга В1, зелений","Ліга В1, зелений","Ліга В1, зелений","Ліга В1, синій","Ліга В1, синій","Ліга В1, синій","Ліга В1, помаранчевий","Ліга В1, помаранчевий","Ліга В1, помаранчевий","Ліга В1, помаранчевий","Ліга В2, червоний","Ліга В2, червоний","Ліга В2, червоний","Ліга В2, червоний","Ліга В2, жовтий","Ліга В2, жовтий","Ліга В2, жовтий","Ліга В2, жовтий","Ліга В2, зелений","Ліга В2, зелений","Ліга В2, зелений","Ліга В2, зелений","Ліга В2, синій","Ліга В2, синій","Ліга В2, синій","Ліга В2, помаранчевий","Ліга В2, помаранчевий","Ліга В2, помаранчевий","Ліга В2, помаранчевий","Ліга В3, червоний","Ліга В3, червоний","Ліга В3, червоний","Ліга В3, червоний","Ліга В3, жовтий","Ліга В3, жовтий","Ліга В3, жовтий","Ліга В3, жовтий","Ліга В3, зелений","Ліга В3, зелений","Ліга В3, зелений","Ліга В3, зелений","Ліга В3, синій","Ліга В3, синій","Ліга В3, синій","Ліга В3, синій","Ліга В4, червоний","Ліга В4, червоний","Ліга В4, червоний","Ліга В4, червоний","Ліга В4, жовтий","Ліга В4, жовтий","Ліга В4, жовтий","Ліга В4, жовтий","Ліга В4, зелений","Ліга В4, зелений","Ліга В4, зелений","Ліга В4, зелений","Ліга В4, синій","Ліга В4, синій","Ліга В4, синій","Ліга В4, синій"
2. АВТОМАТИ,"40. У відповіді – односкладове слово. На картині Е́дварда Го́ппера «Автомат» зображена самотня дівчина у механізованому кафе. Поруч немає інших людей, а за вікном – цілковита темрява. Мистецтвознавець Марк Странд вважає, що місце, де знаходиться дівчина – це ВІН.

Відповідь: лімб.
Коментар: місце, де застрягають душі, які не можуть потрапити до раю.
Джерела: https://ru.wikipedia.org/wiki/Автомат_(картина_Хоппера)",,,,,,,1,,1,,,,,,,,,,1,,,,,,,,1,,,1,,,,,,,,,,,1,,,,,,,,,1,,,,,,,,,,,,,,,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1,,,-1,,,,
2. АВТОМАТИ,"50. Клітинні автомати – дискре́тні моделі, які були вигадані математиками в середині ХХ століття. ЦИМ ДВОСКЛАДОВИМ СЛОВОЗЛИТТЯМ називають клітинний автомат, у якому значення клітинок на полі змінюються після того, як проповзає агент-комаха.
 
Відповідь: тюрмі́т.
Коментар: Тю́рінґ + терміт. Тюрміт – різновид машини Тюрінґа.
Джерело: https://habr.com/ru/post/490454/",,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3. ІГРИ,"10. На Олімпійських іграх у Токіо тендітна Да́р’я Білоді́д, яка змалечку займається бойовими мистецтвами, здобула медаль. Відразу після змагань спортсменка підписала декілька вигідних рекламних контрактів. Стаття в журналі Vogue [воґ] про Да́р’ю Білоді́д називалась так само, як ЦЕЙ ОСКАРОНОСНИЙ ФІЛЬМ.
 
Відповідь: «Крихітка на мільйон доларів». Залік: «Крихітка на мільйон».
Джерела: 1. https://vogue.ua/article/beauty/figura/malyshka-na-million-intervyu-s-darey-bilodid.html
2. https://uk.wikipedia.org/wiki/Крихітка_на_мільйон_доларів",1,,,,,,1,,1,,,,,,,1,,,1,,,,1,,,,1,,,,,1,,,,1,,1,,,1,,,,1,,,,,1,,,1,,,1,-1,,,,,,1,1,,,,1,-1,,,,,1,,,,,,1,,,,1,,,,,,,,,,1,,,1,,,,1,
3. ІГРИ,"20. У чорногу́морній сценці малюк вже замахується, радіючи, що тато вирішив зіграти в НЕЇ. Шокована матір, яка зайшла до кімнати, бачить, що чоловік вчинив самогубство.
 
Відповідь: пінья́ту.
Коментар: чоловік повісився і став піньятою для малюка.
Джерело: https://pikabu.ru/story/pinyata_8469664",-1,,,1,,,1,,,,1,,,,1,,,-1,1,-1,,,1,,1,,,,,1,,,,1,,,,-1,,1,1,,,,,,,,1,,,,,,,,,,,,,,,1,,,,,1,,,,,1,,,,,,1,,,,1,-1,,,,,,1,,,,1,,,,-1,,,
3. ІГРИ,"30. В одному відео ВІН відтворює сцену з «Гри в кальмара», в якій замість того, щоб наступати на крихке скло, пересувається по тонкому металевому каркасі, до якого те прикріплене.
 
Відповідь: Ха́бі Лейм. Залік: Хаба́не Лейм; Лейм; Ла́ме.
Коментар: італо-сенегальський тік-токер, який знімає короткі відео, де саркастично вказує на людей, які безпричинно ускладнюють прості завдання.
Джерело: https://www.goal.com/en/news/ibrahimovic-teams-up-with-social-media-sensation-khaby-lame/udcr68qqv9tu1t0r131tz21bj",,,1,,,1,,,-1,,,-1,,,1,,,,-1,,,,,,,,-1,,,,,,,,,,,,,,,,,,,,1,,,,,,,1,,,,,,,,,,,1,,,,,,,,,,,,,-1,,,,,,,,,,,,,,,,,,,,,,,-1,
3. ІГРИ,"40. У відповіді два слова, що починаються на сусідні літери абетки. Дія пародійної настільної гри «Гетопо́лія» відбувається у негритянському гето. Смішно, що одна із фішок, якими ходять гравці, стилізована під НЬОГО.
 
Відповідь: листок канабісу. Залік: листок коно́плі; листок марихуани.
Коментар: канабіс популярний в гето.
Джерело: https://en.wikipedia.org/wiki/Ghettopoly",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1,,,,,,,,,,,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1
3. ІГРИ,"50. [Роздатковий матеріал: Сomplete Edition ]
 
Одна із частин ЦІЄЇ КОМП’ЮТЕРНОЇ ГРИ була доповнена розширеним виданням. У приведеному на роздатковому матеріалі підзаголовку згаданого видання ми замінили одну літеру.
 
Відповідь: Mortal Kombat [мо́ртал ко́мбат]. Залік: точна відповідь.
Коментар: слово Komplete було написане із першою літерою K [кей] замість С [сі]. Друге слово в назві гри теж пишеться неправильно через букву K [кей].
Джерело: https://ru.wikipedia.org/wiki/Mortal_Kombat_(игра,_2011)",,,,,,,,,,,,,,,1,,1,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4. АВТОМОБІЛІ,"10. З 1975 року моделі ЙОГО оснащуються пониженою передачею, що дозволяє автівці легко рухатися зі швидкістю пішохода.
 
Відповідь: папамобіль.
Джерело: https://pikabu.ru/story/svyatoy_garazh_papyi_rimskogo_papamobil_5756208",,,,1,,,,1,,,,1,,,,1,,1,,,,,1,,,,1,,,,1,,,1,,,,,1,,1,,,,,,,,-1,-1,1,1,,,,-1,1,,,1,,,,1,,,1,,,,,,,1,,1,,,,,,,,,1,,,,1,,,1,,,,,-1,,,,,1
4. АВТОМОБІЛІ,"20. Назва однієї з моделей азійського концерну Tata Motors [та́та мо́торз] співпадає із ЦИМ ВІДТІНКОМ.
 
Відповідь: індиґо. Залік: індиґовим.
Коментар: Tata Motors – найкрупніший автомобільний концерн Індії та один із найбільших у світі. Слова «Індія» та «індиґо» – етимологічно споріднені.
Джерела: 1. https://ru.wikipedia.org/wiki/Tata_Indigo
2. https://ru.wikipedia.org/wiki/Индиго_(цвет)",,,,1,,-1,,1,,,1,,1,-1,,-1,,,,1,,,,-1,,,,1,,1,,,,,,,,,,,,,,,,,-1,,-1,-1,,,1,-1,,,,,,,,,1,,,,,,1,,,,,-1,,,,,,,,,,,,,-1,,1,,,1,,,,,,,,1,,
4. АВТОМОБІЛІ,"30. За менш відомою версією, ВОНО з’явилося через те, що ірландські емігранти називали впертих та норовливих жінок одним і тим самим ім’ям.
 
Відповідь: прізвисько Tin Lizzy [тін лі́ззі]. Залік: Tin Lizzy; прізвисько «Жерстяна Ліззі».
Коментар: прізвисько найпопулярнішого автомобіля початку ХХ століття Ford Model T [форд мо́дел ті]. Незважаючи на те, що автомобіль був надійний, керувати ним було не дуже легко, через що і з’явилося порівняння із норовливою жінкою. Генрі Форд – виходець із ірландської сім’ї. Інша версія пов’язує появу прізвиська із популярною кличкою кобил.
Джерело: https://www.popmech.ru/vehicles/7862-ford-t-shedevr-bronzovogo-veka/",,,1,,,,,,,,,,1,,,,,,1,,,,1,,1,,,,,,,1,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,
4. АВТОМОБІЛІ,"40. Персонаж роману «Містер Мерсе́дес» – убивця Бре́йді Га́ртсфілд, який одного разу зачавив натовп людей. У 2016 році розпочалися зйомки однойменного серіалу, в якому Гартсфілда мав зіграти ЦЕЙ АКТОР 1989 року народження, проте у підсумку роль дісталася Га́ррі Тре́девею.
 
Відповідь: Антон Єльчі́н. Залік: за прізвищем.
Коментар: у червні 2016 року Єльчі́н трагічно загинув на своєму подвір’ї, після того як його автівка зірвалася з гальм і розчавила актора.
Джерела: 1. https://stephenking.fandom.com/ru/wiki/Брейди_Хартсфилд
2. https://ru.wikipedia.org/wiki/Ельчин,_Антон_Викторович",,,,1,,,,1,,1,,,,1,,,,,,,,,,,,1,,,,,,1,,,,1,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1,,,,,,,,,,,,,1,,,,
4. АВТОМОБІЛІ,"50. Аліна Ні́конова пише, що насправді в уродженки Варшави не було ТАКОГО «ЙОГО», адже відразу після розлучення в кінці 1920-х грошей вистачило лише на жовтий «Рено́».
 
Відповідь: зелений «Буга́тті».
Коментар: «Автопортрет у зеленому “Бугатті”» – найвідоміша робота польсько-американської художниці Тама́ри Лемпи́цької.
Джерело: https://nikonova-alina.livejournal.com/641980.html",,,,1,,,,1,-1,,,,,,,,,,1,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,1,,,,,-1,,,,,,,-1,,,-1,,1,,,,,
5. ПСИ І ШАКАЛ,"10. 27 травня 1981 року на радіопередачу «Золоті ключі» запросили ансамбль ланково́ї Ніни Моро́з із села Солони́ця Лу́бенського району Полтавської області, для виконання пісні «Та косив батько, косив я». Широкому загалу пісня стала відома не завдяки «Золотим ключам», а завдяки ЙОМУ.
 
Відповідь: мультфільму «Жив-був пес». Залік: «Жив-був пес»; Едуарду Наза́рову; Назарову.
Коментар: пісня звучить у перших кадрах мультфільму.
Джерело: https://uk.wikipedia.org/wiki/Жив-був_пес",,,,1,,1,-1,,,1,,,,1,,,1,,,,,,1,-1,,,1,-1,,1,,,,,,1,1,,,,,,,1,,,,1,,-1,,1,,,,,,,,,,,,1,-1,,,,1,,,-1,-1,1,,-1,,,1,,,,,,,-1,,1,,,,,1,,,,1,,,,,1
5. ПСИ І ШАКАЛ,"20. У відповіді – два слова. Героїні роману «Проводи зими» навколишній пейзаж нагадав ЇЇ. ВОНИ були предметом інтересу антагоністки дитячого твору.
 
Відповідь: шкура далмати́на. Залік: шкури далматинів; синонімічні відповіді із двох слів.
Коментар: як неважко здогадатися із назви роману, дія відбувається наприкінці зими, коли на білому снігові є багато чорних проталин. Круе́лла де Віль мріяла пошити шубку зі шкур далматинців.
Джерела: 1. https://cutt.ly/xOVLzU3
2. https://uaserials.pro/3266-101-dalmatynec.html",,,1,-1,,,1,,1,,,,,,,1,,,1,,,,,,,,1,,,1,,,,,,,-1,,,1,1,,,,,,,,,1,,,1,,,,1,,,,,,,1,,,,,1,,-1,,-1,,,,,,,1,,,,,-1,,-1,,1,,,1,,,,,,,,,,1
5. ПСИ І ШАКАЛ,"30. У відповіді – два слова, що починаються на сусідні літери абетки. Художнику По́лу Дже́нкінсу доводиться терпіти карантинні обмеження. На одній із недавніх робіт Дженкінса, що пародіює відому серію, зображений персонаж РОБИТЬ ЦЕ.
 
Відповідь: розкладає пасьянс. Залік: розкладає «Павука»; розкладає «Солітера».
Коментар: пародія на серію картин Ка́ссіуса Ку́ліджа «Собаки, які грають у покер». Слово пасьянс у перекладі означає «терпіння».
Джерело: https://www.instagram.com/p/CGp3H0Jj19P/",,,,,,-1,1,,,,,1,,,,,,,-1,,,,,,,,,,,,,1,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1,,,,
5. ПСИ І ШАКАЛ,"40. Усі ВОНИ складаються із тридцяти чотирьох символів верхнього та нижнього регістрів і починаються з літери D [ді].
 
Відповідь: адреси Dogecoin [до́ужко́ін]. Залік: ключі Dogecoin; синонімічні відповіді.
Коментар: популярна криптовалюта, що отримала назву на честь мему «Доґе́».
Джерело: https://ru.wikipedia.org/wiki/Dogecoin",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5. ПСИ І ШАКАЛ,"50. Ефіопський шакал іноді супроводжує деяких кобил та корів, щоб ЗРОБИТИ ЦЕ. Щоб РОБИТИ ЦЕ якомога довше, Кім Кардаш’я́н свого часу замовила виготовлення спеціальних капсул.
 
Відповідь: з’їсти плаценту. Залік: їсти плаценту; синонімічні відповіді.
Коментар: ефіопський шакал тусується із жеребними кобилами та тільними коровами на останньому триместрі, щоб поласувати свіжою плацентою. Мода на поїдання плаценти не оминула й відому світську левицю, в житті якої їх було чотири. Популярні рецепти печива та смузі з плаценти не вдовольнили американку, і вона виготовила кілька сотень капсул із власної сировини.
Джерела: 1. https://lifehacker.ru/dich-placenta/
2. https://ru.wikipedia.org/wiki/Эфиопский_шакал",,,,,,,,,,,,-1,,-1,,,,,,,,,,-1,-1,,,,,,-1,,1,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1,,,,,-1
6. ДІТИ МИКОЛ РІЗНИХ КРАЇН,"10. Залік за прізвищем. ВОНА першою довела ефективність інгібіторів ангіотензинперетво́рювального ферменту при мікросудинній стенокарді́ї.
 
Відповідь: Катерина Амо́сова. Залік: Амосова.
Коментар: донька відомого кардіохірурга Миколи Амосова.
Джерело: https://uk.wikipedia.org/wiki/Амосова_Катерина_Миколаївна",1,,,,,1,,,1,,,,,,1,,,,,1,1,,,,,,,1,1,,,,,1,,,,,1,,1,,,,,,,,,1,,,1,,,,1,,,,,,1,,1,,1,,,,,1,,,,,,,,1,,,,,1,,,1,,,1,,,,,,,1,,1,,
6. ДІТИ МИКОЛ РІЗНИХ КРАЇН,"20. Одного разу в 2011 році ЦЕЙ СКАНДИНАВ забирав малу доньку Сафі́ну зі школи. Однокласники Сафіни перелякано кинулися втікати із криками: «До нас прийшов чоловік, який викинув дитину з вікна!».
 
Відповідь: Ні́колай Ко́стер-Ва́лдау. Залік: за прізвищем.
Коментар: данський актор зіграв роль Дже́ймі Ла́нністера у серіалі «Гра престолів». У 2011 році вийшов перший сезон, у якому Джеймі Ланністер викинув з вікна вежі Бра́на Ста́рка, що підглядав за любощами Джеймі та Серсеї.
Джерела: 1. https://karavan.ua/story/seks-simvol-igry-prestolov-nikolaj-koster-valdau-i-ego-zhenshhiny-foto/
2. https://www.youtube.com/watch?v=6z48FSaxnIg",,,1,,,,1,-1,1,,,,,,,1,,,1,,,,,,1,,,,1,,,-1,1,,,,1,,,,,1,,,,,,1,,,,,-1,,,,,,,1,,,,,,,,,1,,,,,1,,,,,,,,1,,,-1,,,,,,,,,,,,,1,,,1,
6. ДІТИ МИКОЛ РІЗНИХ КРАЇН,"30. Одного разу трирічний Де́ян, який має ЦЕ ПРІЗВИЩЕ, довго спостерігав за батьком і сказав, що дуже радий, що у того є голова.
 
Відповідь: Ву́йчич.
Коментар: Нік Вуйчич народився без рук та ніг, тому змушений виконувати майже всі дії за допомогою голови. Це дуже вразило його малолітнього сина.
Джерело: https://boom.ms/kak-seychas-vyglyadyat-deti-nika-vuychichа/",,,,1,,,,1,1,,,,,,,1,1,,,,,,1,,,,,1,,,,,,,,1,,,,,,,,,,,,,,1,,-1,1,,,,,1,,,,,,,,,,,1,,1,,,,,,,1,,,,,,,,1,1,,,,,,,,,,,,,,,
