,бій,"Ліга А, червоний","Ліга А, червоний","Ліга А, червоний","Ліга А, червоний","Ліга А, жовтий","Ліга А, жовтий","Ліга А, жовтий","Ліга А, жовтий","Ліга А, зелений","Ліга А, зелений","Ліга А, зелений","Ліга А, зелений","Ліга А, синій","Ліга А, синій","Ліга А, синій","Ліга А, синій","Ліга Б, червоний","Ліга Б, червоний","Ліга Б, червоний","Ліга Б, червоний","Ліга Б, жовтий","Ліга Б, жовтий","Ліга Б, жовтий","Ліга Б, жовтий","Ліга Б, зелений","Ліга Б, зелений","Ліга Б, зелений","Ліга Б, зелений","Ліга Б, синій","Ліга Б, синій","Ліга Б, синій","Ліга Б, синій","Ліга В1, червоний","Ліга В1, червоний","Ліга В1, червоний","Ліга В1, червоний","Ліга В1, жовтий","Ліга В1, жовтий","Ліга В1, жовтий","Ліга В1, жовтий","Ліга В1, зелений","Ліга В1, зелений","Ліга В1, зелений","Ліга В1, зелений","Ліга В1, синій","Ліга В1, синій","Ліга В1, синій","Ліга В1, синій","Ліга В1, помаранчевий","Ліга В1, помаранчевий","Ліга В1, помаранчевий","Ліга В1, помаранчевий","Ліга В2, червоний","Ліга В2, червоний","Ліга В2, червоний","Ліга В2, червоний","Ліга В2, жовтий","Ліга В2, жовтий","Ліга В2, жовтий","Ліга В2, жовтий","Ліга В2, зелений","Ліга В2, зелений","Ліга В2, зелений","Ліга В2, зелений","Ліга В2, синій","Ліга В2, синій","Ліга В2, синій","Ліга В2, синій","Ліга В2, помаранчевий","Ліга В2, помаранчевий","Ліга В2, помаранчевий","Ліга В2, помаранчевий","Ліга В3, червоний","Ліга В3, червоний","Ліга В3, червоний","Ліга В3, червоний","Ліга В3, жовтий","Ліга В3, жовтий","Ліга В3, жовтий","Ліга В3, жовтий","Ліга В3, зелений","Ліга В3, зелений","Ліга В3, зелений","Ліга В3, зелений","Ліга В3, синій","Ліга В3, синій","Ліга В3, синій","Ліга В3, синій","Ліга В4, червоний","Ліга В4, червоний","Ліга В4, червоний","Ліга В4, червоний","Ліга В4, жовтий","Ліга В4, жовтий","Ліга В4, жовтий","Ліга В4, жовтий","Ліга В4, зелений","Ліга В4, зелений","Ліга В4, зелений","Ліга В4, зелений","Ліга В4, синій","Ліга В4, синій","Ліга В4, синій","Ліга В4, синій"
2. Зима,"30. За словами вчених, відомий термін використовується тоді, коли оцінка за шкалою VEI [ві і ай] сягає шести балів або більше. Розшифруйте літеру V.

Відповідь: volcanic
Залік: вулканічний; вулкан
Форма: розшифруйте літеру V
Коментар: тільки вулкани, потужність виверження яких сягає шести балів або більше, здатні вплинути на клімат регіону або усієї планети, викликавши «вулканічну зиму». VEI – Volcanic Explosivity Index.
Джерело:
1. https://en.wikipedia.org/wiki/Volcanic_winter
2. https://en.wikipedia.org/wiki/Volcanic_Explosivity_Index",,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1,,,-1,,,,,,,,-1,,,,,,,,,,,,,,,,,,-1,,,,,,,,,,,,,,,,,,,,,,,,,-1,,,,,,,,-1,,,,,,,,,,,,,-1
2. Зима,"40. У 2014 році – під час ранніх анонсів – Євген замість ЦІЄЇ НАЗВИ використовував «Помоліться за Україну». 

Відповідь: Зима у вогні: Боротьба України за свободу
Залік: Зима у вогні
Форма: ЦІЄЇ НАЗВИ
Коментар: документальна стрічка Євгена Аніфеєвського, хроніка Революції гідності. 
Джерело: https://web.archive.org/web/20180905033230/http://www.latimes.com/entertainment/movies/la-et-mn-maidan-movie-20140731-story.html",,,,-1,,1,,,,1,,,,,,1,,,,,,,,,,,1,,1,,,,,,,,,1,,,-1,,,,,,,1,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1,,,,,,,,1,
2. Зима,"50. Зима 1708-1709 років, яка була одною з найхолодніших в історії Європи, стала важливою для НЬОГО. Одного дня ВІН зафіксував у Гданську рекордно низький показник. 

Відповідь: [Габріель] Фаренгейт
Форма: ВІН
Коментар: саме тоді він і вирішив для зручності прийняти -17,8 градусів за шкалою Цельсія в якості нуля для своєї власної шкали. 
Джерело:
1. https://ru.wikipedia.org/wiki/Зима_1708—1709_годов
2. https://provereno.media/2021/12/20/pravda-li-chto-farengeit-prinyal-za-100-gradusov-temperaturu-tela-bolnoy-zheny/",,,,,,,,,,,1,-1,1,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,-1,,,,,,,,,,1,,,-1,,1,,,,,,
3. Різні кімнати,"10. Автор статті «Прогулянки Києвом» пише, що Юдженіо – брат скульптора – зробив у вестибюлі ЦІЄЇ БУДІВЛІ такі панно, що усі відвідувачі відчували себе неначе на морському дні.

Відповідь: Будинок з химерами
Форма: ЦІЄЇ БУДІВЛІ
Коментар: Юдженіо – брат скульптора Еліо Саля. 
Джерело: https://narodna.pravda.com.ua/travel/468d12ca51334/",,1,,,,1,,,1,,,,1,,,,-1,,,,,,,1,,,,,1,,,,,,,,,,,,-1,,,,,,,1,,,,,,,,,-1,,-1,,,,,,,,,,,,,1,,,,,1,,,,,1,,,,,,,,,,-1,,,,1,,,,,,,,1
3. Різні кімнати,"20. Зала П’ятисот повинна була стати центральним місцем засідань у Палаццо Веккйо. У 1494 році стіни Зали П’ятисот стали єдиним об’єктом, над яким ЦІ ДВІ ЛЮДИНИ працювали разом. 

Відповідь: Леонардо да Вінчі, Мікеланджело Буонарроті
Залік: Леонардо, Мікеланджело
Форма: ЦІ ДВІ ЛЮДИНИ
Коментар: Рафаелю тоді було лише 11 років.
Джерело: https://ru.wikipedia.org/wiki/Палаццо_Веккьо#Зал_пятисот",,,,1,,,,,,,,1,1,,,,1,,,,,,1,,,,,,1,-1,,,,,,,,,,-1,,,,1,,,,,,,1,,,,,,-1,,,,,,,,,1,,,,,,1,-1,,,1,1,,,,,,,1,,,,,,,1,,,,,,,1,,,-1,,,1
3. Різні кімнати,"30. У вікторіанських віллах інколи навіть існували спеціальні кімнати для ЦЬОГО, зазвичай облаштовані кушетками та ліжками. Саме у ці приміщення відводили жінок перед тим, як повідомити якусь погану новину або провести сеанс лікування істерії. 

Відповідь: знепритомніння
Залік: зомління; (російською) обморок
Форма: кімнати для ЦЬОГО
Коментар: жіноче знепритомніння було поширеним явищем. Можливо, через багатошаровість одягу, широке використання миш’яку у виробництві чи соціальні норми того часу. 
Джерело: https://ru.wikipedia.org/wiki/Комната_для_обморок",,,,1,,,,,,,,,1,,,,,-1,,,1,,,,1,,,,,,1,,,1,,,1,,,,-1,,,,-1,,,-1,,,1,,,-1,,-1,,-1,,,,,,1,,,,1,,1,,,,,,1,,,,,1,,-1,,,,,,,,1,,,,,,,,,,1,,,
3. Різні кімнати,"40. Під час створення фільму «Людина-павук – 2» декоратори надихалися класичними стрічками. Інтер’єр будинку, де ховався Октопус, зробили схожим на… закінчіть речення трьома словами. 

Відповідь: кабінет доктора Калігарі
Форма: три слова
Коментар: Доктор Октопус – приклад божевільного вченого. Доктор Калігарі зі стрічки «Кабінет доктора Калігарі» – один з перших прикладів божевільних вчених у кіно. 
Джерело: https://en.wikipedia.org/wiki/Spider-Man_2",,1,,,,1,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3. Різні кімнати,"50. У відповіді є дефіс. Згідно зі статутом, усі ліхтарі В НИХ повинні були знаходитись на висоті, де їх неможливо було б пошкодити під час праці. 

Відповідь: крюйт-камера
Форма: в НИХ, у відповіді є дефіс
Коментар: крюйт-камерою називали місце на кораблях, де зберігали порох.
Джерело: https://ru.wikipedia.org/wiki/Крюйт-камера",,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4. Вогонь,"10. Девід Принс пише, що освоєння вогню первісними людьми посприяло значному скороченню кількості захворювань на малярію та інші ТАКІ хвороби. 

Відповідь: трансмісивні
Залік: такі, що передаються комарами; такі, що передаються комахами; за змістом
Форма: ТАКІ хвороби
Коментар: дим від вогнищ добре захищає від комах. 
Джерело: D. Price, «Energy and Human Evolution»",-1,,,,1,,,,,,,-1,,,,1,,,,,1,,,,,,1,,,1,,,,,,,1,,,,,,,,,,,1,,1,,,,,,,,,,-1,,,,1,,,,-1,,,,-1,,,,,,,,,,-1,,1,,,,,,,,,,,1,-1,,,,,,,,
4. Вогонь,"20. Ведучий телешоу Ед Саліван просив Джима замінити в ЇЇ тексті рядок «Girl, we couldn’t get much higher» на щось більш пристойне. 

Відповідь: пісня «Light My Fire»
Форма: в ЇЇ тексті
Коментар: пісня The Doors
Джерело: https://music-facts.ru/song/The_Doors/Light_My_Fire/",,,1,,,1,,,,1,,,,1,,,,,1,,,,1,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,1,,1,,,,,,,,,,,,,,1,,,1,,,1,,,,1,,,,,,-1,,,-1,,,,1,,,,,,,,,,1,,,,
4. Вогонь,"30. Під час бомбардувань Гамбурга британські ВПС спочатку скидали фугасні бомби, а потім – запалювальні. Фугасні повинні були повибивати вікна та двері, створивши таким чином якомога більше ЇХ.

Відповідь: протяги 
Залік: (російською) сквозняки
Форма: створивши ЇХ
Коментар: протяги повинні були сприяти розповсюдженню пожеж. Під час бомбардувань житлових кварталів міста загинуло понад 50 тисяч осіб – вдвічі більше, ніж у Дрездені.  
Джерело: https://diletant.media/articles/45022963/
",,1,,,,1,,,,,-1,1,-1,,,,-1,,,1,,,,1,,,,1,,,,1,,-1,1,,,1,,,-1,,,1,,1,,,,,,,,1,,,,1,,,,,,,1,-1,,,,,,1,,,,,1,,,,,,1,,,,,,,,1,,,1,,-1,,1,,,,,,
4. Вогонь,"40. У відповіді два слова. Героями мультфільму «Повний розковбас» є товари у супермаркеті. Лідер товарів тривалого зберігання має індіанську зовнішність та прізвисько «ВОНА». 

Відповідь: вогняна вода
Форма: ВОНА, у відповіді два слова
Джерело: https://en.wikipedia.org/wiki/Sausage_Party",,,,,,,,,,,,1,-1,,,,,,,,,,,,,,1,,,,1,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,
4. Вогонь,"50. Згідно з легендою, першими ЦЕ приготували ельзаські фермери. Щойно розтоплена піч була занадто гарячою для випічки хліба, однак можна було швидко приготувати тонкий коржик з тіста.

Відповідь: тарт фламбе
Форма: приготували ЦЕ
Коментар: плоский відкритий пиріг з сиром, який є традиційною стравою французької кухні, походить з Ельзасу. 
Джерело: https://uk.wikipedia.org/wiki/Фламбе_(тарт)",,,,1,,,,,,,,,-1,,,,,,,,,,,,1,,,,,-1,,,,,,-1,,,,,,-1,,,,,,,,,,,,,,,,,,,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5. Восьмий десяток,"10. В шведській мові число 77 має дуже складну вимову. Під час другої світової війни шведські прикордонники використовували «77»… В ЯКОСТІ ЧОГО?

Відповідь: шиболет
Залік: паляниця; пароль; за змістом
Форма: В ЯКОСТІ ЧОГО?
Джерело: J. Buchan, «Easy as Pi: The Countless Ways We Use Numbers Every Day»",,1,,,1,,,,,,1,,1,,,,1,,,,,,1,,,,1,,,,1,,,1,,,,1,,,,,,1,,1,,,,,,,,,1,,,,1,,,1,,,,,,1,1,,,,1,,,,,,,1,,,1,,,1,,,,,1,,,1,,,,1,,,1,,,
5. Восьмий десяток,"20. Джозеф Джуран, який і є винахідником принципу, розповів, що ЦЯ ЛЮДИНА лише підрахувала, скільки саме сімей володіють вісімдесятьма відсотками італійських прибутків.

Відповідь: [Вільфредо] Парето
Форма: ЦЯ ЛЮДИНА
Коментар: сам Парето ніяких принципів не формулював. Тут хочеться сказати, що вісімдесят відсотків відкриттів названо на честь людей, які їх не здійснювали, але це не точно. 
Джерело: https://ru.wikipedia.org/wiki/Закон_Парето",,,,1,,1,,,,,1,,,,,1,,,,1,,1,,,1,,,,,,1,,,,,1,,1,,,,-1,1,,,1,,,,,,,1,,,,,,1,,,1,,,,,,1,,,,1,,1,,,,,,1,,,1,,1,,,,,,-1,1,,,,1,,,,1,,1,,
5. Восьмий десяток,"30. Згідно з пізнішою традицією, на Вавилонській вежі люди заговорили сімдесятьма двома різними мовами. Є версія, що саме тому деякі кабалісти під час молитви називають сімдесят два різних… ЧОГО?

Відповідь: імені бога
Форма: сімдесят два різних… ЧОГО?
Коментар: в багатьох єврейських доктринах вказується, що саме 72 – це число імен бога. 
Джерело:
1. https://en.wikipedia.org/wiki/Tower_of_Babel
2. https://en.wikipedia.org/wiki/Names_of_God_in_Judaism",,,1,,,1,,,,,,,,1,,,,,1,,,1,,,1,,,,,1,,,,,1,,,1,,,,,,1,,,,1,,,,,,1,,,,1,,,,,,,,,,1,,,,,,,,,1,,,,,,1,,,,,,1,,,,,,,1,1,,,,,,,
5. Восьмий десяток,"40. В лютому 2011 року ВІН програв «Вотсону». 

Відповідь: [Кен] Дженнінгс
Форма: ВІН
Коментар: людина, яка здійснила рекорду серію перемог у Jeopardy! – 74. В рамках шоу-змагання він та інший багаторазовий чемпіон програли суперкомп’ютеру IBM Watson.
Джерело: https://ru.wikipedia.org/wiki/Дженнингс,_Кен",,,,,,,,,,,1,,,,,1,,,1,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
5. Восьмий десяток,"50. Серед представників культури джазу ЦИМ ВИНАХОДОМ першим скористався композитор Джо Завінул. Популярними стали одразу кілька варіацій, однак найбільш успішною стала та, що мала сімдесят три. 

Відповідь: Ро́дес-піа́но
Залік: електропіаніно родес, Фендер-Родес
Форма: ЦИМ  ВИНАХОДОМ
Коментар: інструмент став знаковим для джазу, поп- та рок-музики у 1960-70х роках та продовжує використовуватися і сьогодні. 73 – кількість клавіш. 
Джерело: https://en.wikipedia.org/wiki/Rhodes_piano",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6. Джонси,"10. Один з пальців на ЙОГО правій руці теж перетворився на щупальце. 

Відповідь: Деві Джонс
Форма: ВІН
Коментар: герой «Піратів Карибського моря». Ліва рука капітана взагалі цілком перетворилась на клешню омара. 
Джерело: https://uk.wikipedia.org/wiki/Деві_Джонс_(Пірати_Карибського_моря)",1,,,,,,-1,,1,,,,1,,,,-1,,1,,1,,,,,,1,,1,,,,,,1,,,1,,,1,,,,1,,,,,,,,,1,,,,,1,,,,,1,,1,,,1,,,,1,,,,1,,,,,-1,,1,,1,,,,1,-1,,,,1,,,,,1,,,1,
6. Джонси,"20. У відповіді одне слово. Твір американського художника Джаспера Джонса, який зображає ЇХ з елем «Белентайнз», було створено ще у 1960 році. Раніше, ніж більш відомий твір. 

Відповідь: банки 
Форма: ВОНИ, у відповіді одне слово
Коментар: представник поп-арту Джаспер Джонс придумав використовувати банки раніше за Воргола. 
Джерело: https://artchive.ru/artists/62059~Dzhasper_Dzhons/works/489753~Raskrashennaja_bronza_Banki_elja_Bellentajn",-1,,,,,,,1,,,1,-1,,1,,-1,,,-1,,,,,-1,,,1,,,,,1,,,,,,-1,,,,,1,,,,,,,,,,,,,,,-1,,,,,,,-1,-1,,,,,,,,,-1,,,,,,,,,-1,,,,,,,,,,,,-1,,,,,,-1,,
6. Джонси,"30. Учасник гурту Slipknot Крейг Джонс носить капюшон із вбитими цвяхами. Під час кількох виступів деякі цвяхи були значно довшими за інші та утворювали лінію. Таким чином реквізит нагадував ЙОГО. 

Відповідь: ірокез
Форма: нагадував ЙОГО
Джерело: https://en.wikipedia.org/wiki/Craig_Jones_(musician)",,,,,,,,,,,,-1,,,1,,,,,,,,,1,,,1,,,-1,,,,,1,,,,1,,1,,,,1,,,,,,,,,,,,,1,,,,,,,,,,,1,,,,,,,,,1,-1,,,-1,,,,,,,,,1,,1,,,-1,-1,-1,,,,,,
6. Джонси,"40. У прес-релізі, що вийшов у 1930-х роках, ВІН писав, що окрім Йосипа Сталіна селяни ненавидять Бернарда Шоу за його оповідання про вдосталь їжі.

Відповідь: Гарет Джонс
Форма: ВІН
Коментар: валлійський журналіст, який задокументував Голодомор.
Джерело: https://web.archive.org/web/20090328230145/http://www.garethjones.org/overview/mainoverview.htm",,,,1,,,,,,1,,,,1,,,1,,,,1,,,,1,,,,,1,,,,,,,,,,,,,,,,,,,1,,,,,,,1,1,,,,,1,,,,,,,,,,1,,,,,1,,,,,,1,,,,,,,,,1,,,1,,,,,,1,,,
6. Джонси,"50. Через тропічний клімат країни експертам вдалося зробити розтин тіл лише кількох членів ЦІЄЇ ОРГАГНІЗАЦІЇ. Серед них був і Джонс. 

Відповідь: Храм Народів
Форма: ЦІЄЇ ОРГАНІЗАЦІЇ
Коментар: деструктивна секта, члени якої скоїли масове самогубство у Джонстауні, Гайана. Містечко Джонстаун було засноване членами секти та назване на честь керівника організації Джима Джонса. 
Джерело: https://ru.wikipedia.org/wiki/Джонстаун_(Гайана)#",,,,,,,,,,,1,,,,,-1,,,1,,,,,,,,,,-1,,,,,1,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,-1,,,,,,,,,,,,,,-1,,,,,,,,,,,,,,,,,,,,,,
7. Б.Л.,"10. Мешканці невеликих водойм, в яких відсутні сильні течії, орієнтуються за допомогою коливань, зроблених власними плавниками. Відбиття цих коливань фіксує ВОНА. 

Відповідь: бічна лінія
Форма: ВОНА
Джерело: https://uk.wikipedia.org/wiki/Бічна_лінія",,1,,,,1,,,,,,1,1,,,,,,1,,,,,1,1,,,,1,,,,1,,,,1,,-1,,,,,,1,,,,1,,,,,,1,,,,1,,,1,,,,,,1,,,,1,1,,,,,,,,,-1,1,,,,,,,,1,,,,1,,,,1,,,,1,
7. Б.Л.,"20. У своїй фундаментальній праці Фердинанд де Соссюр, зокрема, відокремлює та аналізує поняття мови та мовлення. Враховуючи кількість учнів та послідовників, Соссюра часто називають НИМ.

Відповідь: батько лінгвістики
Форма: називають НИМ
Джерело: https://ru.wikipedia.org/wiki/Соссюр,_Фердинанд_де",,,,1,,1,,,,,1,,,,,1,1,,,,,,1,,,,,1,,1,,,,,1,,,1,,,,,1,,1,,,,,,,,,,,1,,1,,,,,,,,,,1,,,,1,,,,,1,,,,,,1,,,,,,,,,-1,,,1,,,,,,-1,,1,
